pair_id	n_tests	median_mde80_family	q1_mde80_family	q3_mde80_family	min_mde80_family	max_mde80_family	n_mde80_gt_1
FinnGenDEP__deLangeIBD	63	0.741315417605171	0.6672027312123383	0.8112577403219027	0.3868455965293647	0.9023291662380278	0
HowardMDD__FinnGenIBD	47	0.7154835638774085	0.6318821909821714	0.7968888410070397	0.5268078817121176	0.8909272144852843	0
