pair_id	trait_1	trait_2	annotation	annotation_prop	covariance	covariance_se	covariance_z	covariance_p_two_sided	tau	tau_se	h2_trait_1	h2_trait_2	correlation_descriptive	estimable_positive_h2	covariance_enrichment
discovery	IBD_deLange2017	DEP_FinnGen_R12	base	1	0.0112784002291504	0.00336809691440727	3.34859729864253	0.000812217559843818	-0.00867949117795352	0.0228016060401611	0.327375930004671	0.0346870542350163	0.105837706413966	TRUE	1
discovery	IBD_deLange2017	DEP_FinnGen_R12	Coding_UCSC	0.0142591398753162	0.000390989006546529	0.00194814946299433	0.200697643570721	0.840935002386228	0.00379841877367853	0.00320359079813104	0.037468745186198	0.00262743888667258	0.0394061186240402	TRUE	2.43121695159446
discovery	IBD_deLange2017	DEP_FinnGen_R12	Coding_UCSC.flanking.500	0.0493628839626657	0.00109407316547749	0.00259642401560957	0.421376924146434	0.673479866824411	-0.000509696200565443	0.00320162548886932	0.0652840402651754	0.000941820653899124	0.139527158258262	TRUE	1.96516191662386
discovery	IBD_deLange2017	DEP_FinnGen_R12	Conserved_LindbladToh	0.0246705380614743	0.0039924887121219	0.00336033991792864	1.18812049067433	0.234785942568643	-0.00363412269773756	0.00672594925780168	0.0294012739093815	0.00803157740735386	0.259812593533474	TRUE	14.3488657863098
discovery	IBD_deLange2017	DEP_FinnGen_R12	Conserved_LindbladToh.flanking.500	0.3055313572411	-0.00217929478418702	0.00562286253634118	-0.387577460786565	0.698328751296902	-0.00944348192134317	0.00911158710876801	0.224667309418921	0.0163984711972276	-0.0359041257746599	TRUE	-0.632430327812371
discovery	IBD_deLange2017	DEP_FinnGen_R12	CTCF_Hoffman	0.0238146642288857	-0.000575352020201359	0.00296772698774873	-0.193869591972748	0.846277994030835	-0.000606733844050919	0.00318587909292521	-0.00201150224131879	-0.00266420296164918	NA	FALSE	-2.14210955138495
discovery	IBD_deLange2017	DEP_FinnGen_R12	CTCF_Hoffman.flanking.500	0.046979790339429	-0.00217805579754466	0.00390414010986618	-0.557883614893963	0.576923860853667	-0.00345748936055393	0.00419881309919249	0.00246129620872125	0.00407095533715368	-0.688079931015091	TRUE	-4.11064928558254
discovery	IBD_deLange2017	DEP_FinnGen_R12	DGF_ENCODE	0.135362603144791	-0.000659264792113049	0.00758236977783986	-0.086947064233112	0.930713589294111	-0.000121632577448689	0.0107871811335513	0.254391939197573	0.0121583041709154	-0.0118541851977229	TRUE	-0.43183086805613
discovery	IBD_deLange2017	DEP_FinnGen_R12	DGF_ENCODE.flanking.500	0.402860920166699	0.00765442991686948	0.0087420385510347	0.875588671015814	0.381253686416511	-0.00044862296961452	0.0143989167978884	0.0736332607830376	0.00458420826002653	0.416623405704102	TRUE	1.68465202619569
discovery	IBD_deLange2017	DEP_FinnGen_R12	DHS_peaks_Trynka	0.109959824926663	0.00406400366203301	0.00681565133462053	0.596275170560683	0.550991415405132	0.0156697869646473	0.0134118925913002	0.0516981532648134	0.00475398525390136	0.259231433013288	TRUE	3.27697062882598
discovery	IBD_deLange2017	DEP_FinnGen_R12	DHS_Trynka	0.165742769149422	-0.00316378265744462	0.00755549822766624	-0.418739117145139	0.675406804273909	-0.0149752130652121	0.0156618323733296	0.037371612197439	0.0109566403798973	-0.156349688603529	TRUE	-1.69248390940822
discovery	IBD_deLange2017	DEP_FinnGen_R12	DHS_Trynka.flanking.500	0.330062660633612	0.0145915679293124	0.00831431456944676	1.75499348833073	0.0792604215805259	0.0206439190681924	0.0154167683593801	0.193035658859797	0.011874210065262	0.304776043090541	TRUE	3.9197472405416
discovery	IBD_deLange2017	DEP_FinnGen_R12	Enhancer_Andersson	0.00431375844865067	8.81758322209563e-05	0.00152877983829883	0.0576772600030329	0.954005707424188	0.000203044659164889	0.00155784280471525	0.0513893217868891	0.000134270593148533	0.0335677838913601	TRUE	1.81236740288496
discovery	IBD_deLange2017	DEP_FinnGen_R12	Enhancer_Andersson.flanking.500	0.0147088846313276	0.00244484957167499	0.0022754874467985	1.07442894273698	0.282630476319371	0.00280636471938761	0.00236649829562895	0.0625439212627297	0.000124297987845446	0.876854510700135	TRUE	14.7375366819899
discovery	IBD_deLange2017	DEP_FinnGen_R12	Enhancer_Hoffman	0.0419232233194921	-0.00432535111653918	0.00316528530151523	-1.36649644645575	0.171783195473207	-0.00574410055615599	0.00365061782257546	0.0769063106751254	0.00179855636169012	-0.367771738499484	TRUE	-9.14785346256182
discovery	IBD_deLange2017	DEP_FinnGen_R12	Enhancer_Hoffman.flanking.500	0.0478821316458762	0.00379935106302802	0.00392120156207966	0.968925214089986	0.332582504121487	0.0016367839681056	0.00462444892544996	0.0594089696906113	0.000808245609331609	0.548291782830021	TRUE	7.03539435820978
discovery	IBD_deLange2017	DEP_FinnGen_R12	FetalDHS_Trynka	0.0836828878411061	0.00322443869627864	0.00526443390732774	0.612494857574418	0.540210399299943	0.00735092158263918	0.00779212782250783	0.0673268721923295	0.00567958005360971	0.164892837834204	TRUE	3.41640983487559
discovery	IBD_deLange2017	DEP_FinnGen_R12	FetalDHS_Trynka.flanking.500	0.199517409282322	0.000506002853798626	0.00612101628807326	0.0826664772620467	0.934116740876064	-0.00656305869964049	0.00975775124169047	0.137837599085724	0.0096803782496082	0.0138523339442868	TRUE	0.224866451865528
discovery	IBD_deLange2017	DEP_FinnGen_R12	H3K27ac_Hnisz	0.389043808427187	0.00603463841355955	0.00298692196578533	2.02035355549468	0.0433467273236291	0.00292826105690517	0.00695717217401582	0.275817220639814	0.015523824129777	0.0922234165059852	TRUE	1.37532470060655
discovery	IBD_deLange2017	DEP_FinnGen_R12	H3K27ac_Hnisz.flanking.500	0.0314153673807392	0.000791775814311585	0.00283563051403148	0.279223901137212	0.780073002343568	-0.000116402612073364	0.00307036962179221	0.0163076977327203	-0.000718456006357779	NA	FALSE	2.23466582177594
discovery	IBD_deLange2017	DEP_FinnGen_R12	H3K27ac_PGC2	0.268521272457252	0.00520641201688041	0.00466690520923224	1.11560269246114	0.264592239108058	-0.00135196940222577	0.00906813813556974	0.26392404492532	0.0103879814614334	0.0994336705230389	TRUE	1.71914431357106
discovery	IBD_deLange2017	DEP_FinnGen_R12	H3K27ac_PGC2.flanking.500	0.0666234535935042	-0.00484142829326993	0.00464750175419937	-1.04172705021474	0.297538244032978	-0.00750403105821914	0.00505543343682144	-0.0127176262861448	0.000721405477992698	NA	FALSE	-6.44315916963032
discovery	IBD_deLange2017	DEP_FinnGen_R12	H3K4me1_peaks_Trynka	0.168870181117464	-0.00244492076349773	0.00694413844709792	-0.352084104043102	0.724775189241835	0.00531907701579008	0.0119222947370652	0.183770821411096	0.012271492717644	-0.0514846557914155	TRUE	-1.28370229485089
discovery	IBD_deLange2017	DEP_FinnGen_R12	H3K4me1_Trynka	0.423455069727212	-0.00481413051154333	0.0054806542914287	-0.878386093257559	0.379734228704101	-0.020648495792447	0.0148012819804336	0.246067666355454	0.0224141918880466	-0.0648229873931818	TRUE	-1.00800577693796
discovery	IBD_deLange2017	DEP_FinnGen_R12	H3K4me1_Trynka.flanking.500	0.182245600226399	0.0173013215615731	0.00559780938060046	3.09073074576848	0.0019966460018071	0.0146144416745219	0.00656988253436816	0.06693550919326	0.00467625788011253	0.977916481608011	TRUE	8.41733716355597
discovery	IBD_deLange2017	DEP_FinnGen_R12	H3K4me3_peaks_Trynka	0.0413684654276123	-0.0036638660961038	0.0043831698719434	-0.835894159511397	0.403214448395254	0.000272256664050513	0.00629261577918532	0.0559289768157854	0.00325206724258874	-0.271669821554598	TRUE	-7.85276642867372
discovery	IBD_deLange2017	DEP_FinnGen_R12	H3K4me3_Trynka	0.13288674232645	-0.00824127210918328	0.00426444820418025	-1.93255298566054	0.0532912888284586	-0.00644371281524476	0.00767642018069917	0.217261489589944	0.00934052618894099	-0.182943593786176	TRUE	-5.49876420412696
discovery	IBD_deLange2017	DEP_FinnGen_R12	H3K4me3_Trynka.flanking.500	0.122154433391225	0.0181707627852778	0.0047240140960215	3.84646667345489	0.00011983342161273	0.0180343953672184	0.00556944903918097	-0.000944873023626765	0.00297678717065377	NA	FALSE	13.1891383282092
discovery	IBD_deLange2017	DEP_FinnGen_R12	H3K9ac_peaks_Trynka	0.0381863661076646	-0.00672594347526103	0.00383540762621473	-1.75364501788277	0.0794913521294836	-0.00824700795982007	0.00539104402491257	0.0250318557141143	0.00733253917033249	-0.496454548390203	TRUE	-15.6169916879908
discovery	IBD_deLange2017	DEP_FinnGen_R12	H3K9ac_Trynka	0.125302311178078	-0.00131450520173645	0.00490702890022166	-0.267882099018628	0.788790073189507	0.00676751195672457	0.00818932205502539	0.0928293650504416	0.0068578582490806	-0.0520985177064966	TRUE	-0.930155857763388
discovery	IBD_deLange2017	DEP_FinnGen_R12	H3K9ac_Trynka.flanking.500	0.104469785154196	0.00251924221780593	0.00514888002470556	0.489279650276953	0.624643726048801	-0.00302355888766202	0.00596918214397864	0.0943659774402735	0.00374722709804939	0.133969888931698	TRUE	2.13811825773936
discovery	IBD_deLange2017	DEP_FinnGen_R12	Intron_UCSC	0.387451332870001	0.00582923534954701	0.00240580807137734	2.4229843680796	0.0153935890567205	0.000996482055009071	0.00275418993310437	0.135300183269044	0.0158396079995666	0.125918685911436	TRUE	1.33397265954924
discovery	IBD_deLange2017	DEP_FinnGen_R12	Intron_UCSC.flanking.500	0.00934029775082329	-0.00259358282145285	0.00207791912808262	-1.24816350472987	0.211971185937452	-0.00443365403891779	0.00235358862974448	0.0356472153243094	0.00174801775356163	-0.32855977818539	TRUE	-24.620218222182
discovery	IBD_deLange2017	DEP_FinnGen_R12	PromoterFlanking_Hoffman	0.00827691393569606	-0.00157087891517552	0.00185224305270708	-0.84809545533436	0.396384812413294	-0.0020146685073115	0.00197592493358995	0.000525171774174661	-0.000637537574839293	NA	FALSE	-16.8277778106119
discovery	IBD_deLange2017	DEP_FinnGen_R12	PromoterFlanking_Hoffman.flanking.500	0.0248872744377394	-0.000946873524209268	0.00266959329788115	-0.354688305878202	0.722823112647506	-0.00179237687270991	0.0029625006659812	0.0247493156085927	0.00294339011444037	-0.110939566076334	TRUE	-3.37339451429837
discovery	IBD_deLange2017	DEP_FinnGen_R12	Promoter_UCSC	0.0463352847994828	0.000524978662894512	0.00279235020793232	0.188006024961765	0.850871928166005	0.00158210526654783	0.00335802188938126	0.0453629007028476	0.00158207672209847	0.0619694259885054	TRUE	1.00457487870485
discovery	IBD_deLange2017	DEP_FinnGen_R12	Promoter_UCSC.flanking.500	0.0105898869666117	0.00144943574915668	0.0022545781639446	0.642885561625752	0.520298358765906	0.00138165263041124	0.00226653266632939	0.0411432123443685	0.00157232437949968	0.180209962323475	TRUE	12.1355689467278
discovery	IBD_deLange2017	DEP_FinnGen_R12	Repressed_Hoffman	0.460018093796861	0.0155384657116562	0.00531482816343052	2.92360641470424	0.00346001935096745	0.00517537799629384	0.0118066013212885	0.0376374294762635	0.0182785445373374	0.592416779314854	TRUE	2.99492339043906
