qtl_key	locus	gene_symbol	dataset_label	gwas_trait	n_snps	qtl_converged	gwas_converged	qtl_n_cs	gwas_n_cs
block464__QTD000360__ENSG00000164068__3:49700709:49701533:clu_21929_+	block464	RNF123	GTEx_blood_sQTL	deLange_IBD	1520	TRUE	TRUE	1	1
block464__QTD000360__ENSG00000164068__3:49700709:49701533:clu_21929_+	block464	RNF123	GTEx_blood_sQTL	FinnGen_IBD	1520	TRUE	TRUE	1	1
block464__QTD000360__ENSG00000173531__3:49684189:49684314:clu_31528_-	block464	MST1	GTEx_blood_sQTL	Howard_DEP	1542	TRUE	TRUE	1	
block464__QTD000360__ENSG00000173531__3:49684189:49684314:clu_31528_-	block464	MST1	GTEx_blood_sQTL	FinnGen_DEP	1542	TRUE	TRUE	1	
block464__QTD000360__ENSG00000173531__3:49684189:49684314:clu_31528_-	block464	MST1	GTEx_blood_sQTL	deLange_IBD	1542	TRUE	TRUE	1	1
block464__QTD000360__ENSG00000173531__3:49684189:49684314:clu_31528_-	block464	MST1	GTEx_blood_sQTL	FinnGen_IBD	1542	TRUE	TRUE	1	1
block464__QTD000360__ENSG00000233276__3:49357747:49358027:clu_31497_-	block464	GPX1	GTEx_blood_sQTL	Howard_DEP	1837	TRUE	TRUE	2	
block464__QTD000360__ENSG00000233276__3:49357747:49358027:clu_31497_-	block464	GPX1	GTEx_blood_sQTL	FinnGen_DEP	1837	TRUE	TRUE	2	
block464__QTD000360__ENSG00000233276__3:49357747:49358027:clu_31497_-	block464	GPX1	GTEx_blood_sQTL	deLange_IBD	1837	TRUE	TRUE	2	1
block464__QTD000360__ENSG00000233276__3:49357747:49358027:clu_31497_-	block464	GPX1	GTEx_blood_sQTL	FinnGen_IBD	1837	TRUE	TRUE	2	1
block464__QTD000021__ENSG00000164068__ENSG00000164068	block464	RNF123	BLUEPRINT_monocyte_eQTL	Howard_DEP	1571	TRUE	TRUE	1	
block464__QTD000021__ENSG00000164068__ENSG00000164068	block464	RNF123	BLUEPRINT_monocyte_eQTL	FinnGen_DEP	1571	TRUE	TRUE	1	
block464__QTD000021__ENSG00000164068__ENSG00000164068	block464	RNF123	BLUEPRINT_monocyte_eQTL	deLange_IBD	1571	TRUE	TRUE	1	1
block464__QTD000021__ENSG00000164068__ENSG00000164068	block464	RNF123	BLUEPRINT_monocyte_eQTL	FinnGen_IBD	1571	TRUE	TRUE	1	1
block464__QTD000021__ENSG00000173540__ENSG00000173540	block464	GMPPB	BLUEPRINT_monocyte_eQTL	Howard_DEP	1528	TRUE	TRUE	1	
block464__QTD000021__ENSG00000173540__ENSG00000173540	block464	GMPPB	BLUEPRINT_monocyte_eQTL	FinnGen_DEP	1528	TRUE	TRUE	1	
block464__QTD000021__ENSG00000173540__ENSG00000173540	block464	GMPPB	BLUEPRINT_monocyte_eQTL	deLange_IBD	1528	TRUE	TRUE	1	1
block464__QTD000021__ENSG00000173540__ENSG00000173540	block464	GMPPB	BLUEPRINT_monocyte_eQTL	FinnGen_IBD	1528	TRUE	TRUE	1	1
block464__QTD000025__ENSG00000233276__3:49357747:49358027:clu_18347_-	block464	GPX1	BLUEPRINT_monocyte_sQTL	Howard_DEP	1870	TRUE	TRUE	1	
block464__QTD000025__ENSG00000233276__3:49357747:49358027:clu_18347_-	block464	GPX1	BLUEPRINT_monocyte_sQTL	FinnGen_DEP	1870	TRUE	TRUE	1	
block464__QTD000025__ENSG00000233276__3:49357747:49358027:clu_18347_-	block464	GPX1	BLUEPRINT_monocyte_sQTL	deLange_IBD	1870	TRUE	TRUE	1	1
block464__QTD000025__ENSG00000233276__3:49357747:49358027:clu_18347_-	block464	GPX1	BLUEPRINT_monocyte_sQTL	FinnGen_IBD	1870	TRUE	TRUE	1	1
block464__QTD000031__ENSG00000047849__ENSG00000047849	block464	MAP4	BLUEPRINT_CD4_T_eQTL	Howard_DEP	1146	TRUE	TRUE	1	1
block464__QTD000031__ENSG00000047849__ENSG00000047849	block464	MAP4	BLUEPRINT_CD4_T_eQTL	FinnGen_DEP	1146	TRUE	TRUE	1	
block464__QTD000031__ENSG00000047849__ENSG00000047849	block464	MAP4	BLUEPRINT_CD4_T_eQTL	deLange_IBD	1146	TRUE	TRUE	1	2
block464__QTD000031__ENSG00000047849__ENSG00000047849	block464	MAP4	BLUEPRINT_CD4_T_eQTL	FinnGen_IBD	1146	TRUE	TRUE	1	3
block464__QTD000031__ENSG00000164068__ENSG00000164068	block464	RNF123	BLUEPRINT_CD4_T_eQTL	Howard_DEP	1562	TRUE	TRUE		
block464__QTD000031__ENSG00000164068__ENSG00000164068	block464	RNF123	BLUEPRINT_CD4_T_eQTL	FinnGen_DEP	1562	TRUE	TRUE		
block464__QTD000031__ENSG00000164068__ENSG00000164068	block464	RNF123	BLUEPRINT_CD4_T_eQTL	deLange_IBD	1562	TRUE	TRUE		1
block464__QTD000031__ENSG00000164068__ENSG00000164068	block464	RNF123	BLUEPRINT_CD4_T_eQTL	FinnGen_IBD	1562	TRUE	TRUE		1
block464__QTD000031__ENSG00000173540__ENSG00000173540	block464	GMPPB	BLUEPRINT_CD4_T_eQTL	Howard_DEP	1519	TRUE	TRUE	1	
block464__QTD000031__ENSG00000173540__ENSG00000173540	block464	GMPPB	BLUEPRINT_CD4_T_eQTL	FinnGen_DEP	1519	TRUE	TRUE	1	
block464__QTD000031__ENSG00000173540__ENSG00000173540	block464	GMPPB	BLUEPRINT_CD4_T_eQTL	deLange_IBD	1519	TRUE	TRUE	1	1
block464__QTD000031__ENSG00000173540__ENSG00000173540	block464	GMPPB	BLUEPRINT_CD4_T_eQTL	FinnGen_IBD	1519	TRUE	TRUE	1	1
block464__QTD000031__ENSG00000182179__ENSG00000182179	block464	UBA7	BLUEPRINT_CD4_T_eQTL	Howard_DEP	1460	TRUE	TRUE	1	
block464__QTD000031__ENSG00000182179__ENSG00000182179	block464	UBA7	BLUEPRINT_CD4_T_eQTL	FinnGen_DEP	1460	TRUE	TRUE	1	
block464__QTD000031__ENSG00000182179__ENSG00000182179	block464	UBA7	BLUEPRINT_CD4_T_eQTL	deLange_IBD	1460	TRUE	TRUE	1	1
block464__QTD000031__ENSG00000182179__ENSG00000182179	block464	UBA7	BLUEPRINT_CD4_T_eQTL	FinnGen_IBD	1460	TRUE	TRUE	1	1
block464__QTD000035__ENSG00000145022__3:49423154:49424603:clu_51417_-	block464	TCTA	BLUEPRINT_CD4_T_sQTL	Howard_DEP	1790	TRUE	TRUE	1	
block464__QTD000035__ENSG00000145022__3:49423154:49424603:clu_51417_-	block464	TCTA	BLUEPRINT_CD4_T_sQTL	FinnGen_DEP	1790	TRUE	TRUE	1	
block464__QTD000035__ENSG00000145022__3:49423154:49424603:clu_51417_-	block464	TCTA	BLUEPRINT_CD4_T_sQTL	deLange_IBD	1790	TRUE	TRUE	1	1
block464__QTD000035__ENSG00000145022__3:49423154:49424603:clu_51417_-	block464	TCTA	BLUEPRINT_CD4_T_sQTL	FinnGen_IBD	1790	TRUE	TRUE	1	1
block464__QTD000035__ENSG00000164068__3:49700709:49701533:clu_51437_-	block464	RNF123	BLUEPRINT_CD4_T_sQTL	Howard_DEP	1544	TRUE	TRUE	1	
block464__QTD000035__ENSG00000164068__3:49700709:49701533:clu_51437_-	block464	RNF123	BLUEPRINT_CD4_T_sQTL	FinnGen_DEP	1544	TRUE	TRUE	1	
block464__QTD000035__ENSG00000164068__3:49700709:49701533:clu_51437_-	block464	RNF123	BLUEPRINT_CD4_T_sQTL	deLange_IBD	1544	TRUE	TRUE	1	1
block464__QTD000035__ENSG00000164068__3:49700709:49701533:clu_51437_-	block464	RNF123	BLUEPRINT_CD4_T_sQTL	FinnGen_IBD	1544	TRUE	TRUE	1	1
block1671__QTD000226__ENSG00000134824__ENSG00000134824	block1671	FADS2	GTEx_colon_sigmoid_eQTL	Howard_DEP	1739	TRUE	TRUE	1	1
block1671__QTD000226__ENSG00000134824__ENSG00000134824	block1671	FADS2	GTEx_colon_sigmoid_eQTL	FinnGen_DEP	1739	TRUE	TRUE	1	1
block1671__QTD000226__ENSG00000134824__ENSG00000134824	block1671	FADS2	GTEx_colon_sigmoid_eQTL	deLange_IBD	1739	TRUE	TRUE	1	
block1671__QTD000226__ENSG00000134824__ENSG00000134824	block1671	FADS2	GTEx_colon_sigmoid_eQTL	FinnGen_IBD	1739	TRUE	TRUE	1	
block1671__QTD000226__ENSG00000149485__ENSG00000149485	block1671	FADS1	GTEx_colon_sigmoid_eQTL	Howard_DEP	1641	TRUE	TRUE	1	1
block1671__QTD000226__ENSG00000149485__ENSG00000149485	block1671	FADS1	GTEx_colon_sigmoid_eQTL	FinnGen_DEP	1641	TRUE	TRUE	1	1
block1671__QTD000226__ENSG00000149485__ENSG00000149485	block1671	FADS1	GTEx_colon_sigmoid_eQTL	deLange_IBD	1641	TRUE	TRUE	1	
block1671__QTD000226__ENSG00000149485__ENSG00000149485	block1671	FADS1	GTEx_colon_sigmoid_eQTL	FinnGen_IBD	1641	TRUE	TRUE	1	
block1671__QTD000230__ENSG00000134780__11:61729008:61731317:clu_61952_+	block1671	DAGLA	GTEx_colon_sigmoid_sQTL	Howard_DEP	1808	TRUE	TRUE	1	1
block1671__QTD000230__ENSG00000134780__11:61729008:61731317:clu_61952_+	block1671	DAGLA	GTEx_colon_sigmoid_sQTL	FinnGen_DEP	1808	TRUE	TRUE	1	1
block1671__QTD000230__ENSG00000134780__11:61729008:61731317:clu_61952_+	block1671	DAGLA	GTEx_colon_sigmoid_sQTL	FinnGen_IBD	1808	TRUE	TRUE	1	
block1671__QTD000231__ENSG00000134824__ENSG00000134824	block1671	FADS2	GTEx_colon_transverse_eQTL	Howard_DEP	1767	TRUE	TRUE	1	1
block1671__QTD000231__ENSG00000134824__ENSG00000134824	block1671	FADS2	GTEx_colon_transverse_eQTL	FinnGen_DEP	1767	TRUE	TRUE	1	1
block1671__QTD000231__ENSG00000134824__ENSG00000134824	block1671	FADS2	GTEx_colon_transverse_eQTL	deLange_IBD	1767	TRUE	TRUE	1	
block1671__QTD000231__ENSG00000134824__ENSG00000134824	block1671	FADS2	GTEx_colon_transverse_eQTL	FinnGen_IBD	1767	TRUE	TRUE	1	
block1671__QTD000235__ENSG00000134780__11:61729008:61731317:clu_61952_+	block1671	DAGLA	GTEx_colon_transverse_sQTL	Howard_DEP	1834	TRUE	TRUE	1	1
block1671__QTD000235__ENSG00000134780__11:61729008:61731317:clu_61952_+	block1671	DAGLA	GTEx_colon_transverse_sQTL	FinnGen_DEP	1834	TRUE	TRUE	1	1
block1671__QTD000235__ENSG00000134780__11:61729008:61731317:clu_61952_+	block1671	DAGLA	GTEx_colon_transverse_sQTL	deLange_IBD	1834	TRUE	TRUE	1	
block1671__QTD000235__ENSG00000134780__11:61729008:61731317:clu_61952_+	block1671	DAGLA	GTEx_colon_transverse_sQTL	FinnGen_IBD	1834	TRUE	TRUE	1	
block1671__QTD000321__ENSG00000134824__ENSG00000134824	block1671	FADS2	GTEx_small_intestine_eQTL	Howard_DEP	1652	TRUE	TRUE	1	1
block1671__QTD000321__ENSG00000134824__ENSG00000134824	block1671	FADS2	GTEx_small_intestine_eQTL	FinnGen_DEP	1652	TRUE	TRUE	1	1
block1671__QTD000321__ENSG00000134824__ENSG00000134824	block1671	FADS2	GTEx_small_intestine_eQTL	deLange_IBD	1652	TRUE	TRUE	1	
block1671__QTD000321__ENSG00000134824__ENSG00000134824	block1671	FADS2	GTEx_small_intestine_eQTL	FinnGen_IBD	1652	TRUE	TRUE	1	
block1671__QTD000356__ENSG00000124920__ENSG00000124920	block1671	MYRF	GTEx_blood_eQTL	Howard_DEP	1836	TRUE	TRUE	1	1
block1671__QTD000356__ENSG00000124920__ENSG00000124920	block1671	MYRF	GTEx_blood_eQTL	FinnGen_DEP	1836	TRUE	TRUE	1	1
block1671__QTD000356__ENSG00000124920__ENSG00000124920	block1671	MYRF	GTEx_blood_eQTL	deLange_IBD	1836	TRUE	TRUE	1	
block1671__QTD000356__ENSG00000124920__ENSG00000124920	block1671	MYRF	GTEx_blood_eQTL	FinnGen_IBD	1836	TRUE	TRUE	1	
block1671__QTD000356__ENSG00000134824__ENSG00000134824	block1671	FADS2	GTEx_blood_eQTL	Howard_DEP	1777	TRUE	TRUE	1	1
block1671__QTD000356__ENSG00000134824__ENSG00000134824	block1671	FADS2	GTEx_blood_eQTL	FinnGen_DEP	1777	TRUE	TRUE	1	1
block1671__QTD000356__ENSG00000134824__ENSG00000134824	block1671	FADS2	GTEx_blood_eQTL	deLange_IBD	1777	TRUE	TRUE	1	
block1671__QTD000356__ENSG00000134824__ENSG00000134824	block1671	FADS2	GTEx_blood_eQTL	FinnGen_IBD	1777	TRUE	TRUE	1	
block1671__QTD000356__ENSG00000167994__ENSG00000167994	block1671	RAB3IL1	GTEx_blood_eQTL	Howard_DEP	1487	TRUE	TRUE	1	1
block1671__QTD000356__ENSG00000167994__ENSG00000167994	block1671	RAB3IL1	GTEx_blood_eQTL	FinnGen_DEP	1487	TRUE	TRUE	1	1
block1671__QTD000356__ENSG00000167994__ENSG00000167994	block1671	RAB3IL1	GTEx_blood_eQTL	deLange_IBD	1487	TRUE	TRUE	1	
block1671__QTD000356__ENSG00000167994__ENSG00000167994	block1671	RAB3IL1	GTEx_blood_eQTL	FinnGen_IBD	1487	TRUE	TRUE	1	
block1671__QTD000360__ENSG00000167994__11:61908306:61917357:clu_26097_-	block1671	RAB3IL1	GTEx_blood_sQTL	Howard_DEP	1493	TRUE	TRUE	1	1
block1671__QTD000360__ENSG00000167994__11:61908306:61917357:clu_26097_-	block1671	RAB3IL1	GTEx_blood_sQTL	FinnGen_DEP	1493	TRUE	TRUE	1	1
block1671__QTD000360__ENSG00000167994__11:61908306:61917357:clu_26097_-	block1671	RAB3IL1	GTEx_blood_sQTL	deLange_IBD	1493	TRUE	TRUE	1	
block1671__QTD000360__ENSG00000167994__11:61908306:61917357:clu_26097_-	block1671	RAB3IL1	GTEx_blood_sQTL	FinnGen_IBD	1493	TRUE	TRUE	1	
block1671__QTD000021__ENSG00000134780__ENSG00000134780	block1671	DAGLA	BLUEPRINT_monocyte_eQTL	Howard_DEP	1707	TRUE	TRUE	1	1
block1671__QTD000021__ENSG00000134780__ENSG00000134780	block1671	DAGLA	BLUEPRINT_monocyte_eQTL	FinnGen_DEP	1707	TRUE	TRUE	1	1
block1671__QTD000021__ENSG00000134780__ENSG00000134780	block1671	DAGLA	BLUEPRINT_monocyte_eQTL	deLange_IBD	1707	TRUE	TRUE	1	
block1671__QTD000021__ENSG00000134780__ENSG00000134780	block1671	DAGLA	BLUEPRINT_monocyte_eQTL	FinnGen_IBD	1707	TRUE	TRUE	1	
block1671__QTD000021__ENSG00000134824__ENSG00000134824	block1671	FADS2	BLUEPRINT_monocyte_eQTL	Howard_DEP	1644	TRUE	TRUE	1	1
block1671__QTD000021__ENSG00000134824__ENSG00000134824	block1671	FADS2	BLUEPRINT_monocyte_eQTL	FinnGen_DEP	1644	TRUE	TRUE	1	1
block1671__QTD000021__ENSG00000134824__ENSG00000134824	block1671	FADS2	BLUEPRINT_monocyte_eQTL	deLange_IBD	1644	TRUE	TRUE	1	
block1671__QTD000021__ENSG00000134824__ENSG00000134824	block1671	FADS2	BLUEPRINT_monocyte_eQTL	FinnGen_IBD	1644	TRUE	TRUE	1	
block1671__QTD000021__ENSG00000134825__ENSG00000134825	block1671	TMEM258	BLUEPRINT_monocyte_eQTL	FinnGen_DEP	1644	TRUE	TRUE		1
block1671__QTD000021__ENSG00000134825__ENSG00000134825	block1671	TMEM258	BLUEPRINT_monocyte_eQTL	FinnGen_IBD	1644	TRUE	TRUE		
block1671__QTD000031__ENSG00000134824__ENSG00000134824	block1671	FADS2	BLUEPRINT_CD4_T_eQTL	Howard_DEP	1658	TRUE	TRUE	1	1
block1671__QTD000031__ENSG00000134824__ENSG00000134824	block1671	FADS2	BLUEPRINT_CD4_T_eQTL	FinnGen_DEP	1658	TRUE	TRUE	1	1
block1671__QTD000031__ENSG00000134824__ENSG00000134824	block1671	FADS2	BLUEPRINT_CD4_T_eQTL	deLange_IBD	1658	TRUE	TRUE	1	
block1671__QTD000031__ENSG00000134824__ENSG00000134824	block1671	FADS2	BLUEPRINT_CD4_T_eQTL	FinnGen_IBD	1658	TRUE	TRUE	1	
block1671__QTD000031__ENSG00000134825__ENSG00000134825	block1671	TMEM258	BLUEPRINT_CD4_T_eQTL	Howard_DEP	1658	TRUE	TRUE	1	1
block1671__QTD000031__ENSG00000134825__ENSG00000134825	block1671	TMEM258	BLUEPRINT_CD4_T_eQTL	FinnGen_DEP	1658	TRUE	TRUE	1	1
block1671__QTD000031__ENSG00000134825__ENSG00000134825	block1671	TMEM258	BLUEPRINT_CD4_T_eQTL	deLange_IBD	1658	TRUE	TRUE	1	
block1671__QTD000031__ENSG00000134825__ENSG00000134825	block1671	TMEM258	BLUEPRINT_CD4_T_eQTL	FinnGen_IBD	1658	TRUE	TRUE	1	
block1671__QTD000031__ENSG00000149485__ENSG00000149485	block1671	FADS1	BLUEPRINT_CD4_T_eQTL	Howard_DEP	1564	TRUE	TRUE	2	1
block1671__QTD000031__ENSG00000149485__ENSG00000149485	block1671	FADS1	BLUEPRINT_CD4_T_eQTL	FinnGen_DEP	1564	TRUE	TRUE	2	1
block1671__QTD000031__ENSG00000149485__ENSG00000149485	block1671	FADS1	BLUEPRINT_CD4_T_eQTL	deLange_IBD	1564	TRUE	TRUE	2	
block1671__QTD000031__ENSG00000149485__ENSG00000149485	block1671	FADS1	BLUEPRINT_CD4_T_eQTL	FinnGen_IBD	1564	TRUE	TRUE	2	
