qtl_key	locus	gene_symbol	gene_id	dataset_label	qtl_type	gwas_trait	p12	PP.H4	status	message	nsnps	PP.H0	PP.H1	PP.H2	PP.H3	idx1	idx2
block154__QTD000231__ENSG00000260088__ENSG00000260088	block154	RP11-92G12.3	ENSG00000260088	GTEx_colon_transverse_eQTL	eQTL	FinnGen_DEP			not_screened_by_abf_gate								
block154__QTD000231__ENSG00000260088__ENSG00000260088	block154	RP11-92G12.3	ENSG00000260088	GTEx_colon_transverse_eQTL	eQTL	deLange_IBD	1e-05	8.59491588196005e-15	ok		1972	1.16468754484267e-27	3.551845213758e-13	3.27910557681634e-15	0.999999999999631	1	1
block154__QTD000231__ENSG00000260088__ENSG00000260088	block154	RP11-92G12.3	ENSG00000260088	GTEx_colon_transverse_eQTL	eQTL	deLange_IBD	1e-06	8.59491588196013e-16	ok		1972	1.16468754484267e-27	3.55184521375803e-13	3.27910557681636e-15	0.999999999999638	1	1
block154__QTD000231__ENSG00000260088__ENSG00000260088	block154	RP11-92G12.3	ENSG00000260088	GTEx_colon_transverse_eQTL	eQTL	FinnGen_IBD	1e-05	1.00739179249428e-10	ok		1972	6.10185542227627e-22	3.55184520729877e-13	1.71793956522614e-09	0.999999998180968	1	1
block154__QTD000231__ENSG00000260088__ENSG00000260088	block154	RP11-92G12.3	ENSG00000260088	GTEx_colon_transverse_eQTL	eQTL	FinnGen_IBD	1e-05	0.00535209509980456	ok		1972	8.62632188063377e-15	3.44659119140126e-13	0.0242868744595531	0.970361030440286	2	1
block154__QTD000231__ENSG00000260088__ENSG00000260088	block154	RP11-92G12.3	ENSG00000260088	GTEx_colon_transverse_eQTL	eQTL	FinnGen_IBD	1e-06	1.00739179258562e-11	ok		1972	6.1018554228295e-22	3.5518452076208e-13	1.7179395653819e-09	0.999999998271633	1	1
block154__QTD000231__ENSG00000260088__ENSG00000260088	block154	RP11-92G12.3	ENSG00000260088	GTEx_colon_transverse_eQTL	eQTL	FinnGen_IBD	1e-06	0.000537800031200959	ok		1972	8.6680750062228e-15	3.46327338305373e-13	0.0244044277961324	0.975057772172314	2	1
block154__QTD000321__ENSG00000118197__ENSG00000118197	block154	DDX59	ENSG00000118197	GTEx_small_intestine_eQTL	eQTL	Howard_DEP			not_screened_by_abf_gate								
block154__QTD000321__ENSG00000118197__ENSG00000118197	block154	DDX59	ENSG00000118197	GTEx_small_intestine_eQTL	eQTL	FinnGen_DEP			not_screened_by_abf_gate								
block154__QTD000321__ENSG00000118197__ENSG00000118197	block154	DDX59	ENSG00000118197	GTEx_small_intestine_eQTL	eQTL	deLange_IBD	1e-05	1.85005722188576e-07	ok		1892	4.76611505536781e-20	1.10422679676584e-05	4.31619804892498e-15	0.999988772726306	1	1
block154__QTD000321__ENSG00000118197__ENSG00000118197	block154	DDX59	ENSG00000118197	GTEx_small_intestine_eQTL	eQTL	deLange_IBD	1e-06	1.85005752992988e-08	ok		1892	4.76611584895066e-20	1.10422698062532e-05	4.31619876759431e-15	0.999988939229617	1	1
block154__QTD000321__ENSG00000118197__ENSG00000118197	block154	DDX59	ENSG00000118197	GTEx_small_intestine_eQTL	eQTL	FinnGen_IBD	1e-05	1.97042010260866e-07	ok		1892	2.02363552213089e-14	1.10422678146471e-05	1.83260613537216e-09	0.999988758857548	1	1
block154__QTD000321__ENSG00000118197__ENSG00000118197	block154	DDX59	ENSG00000118197	GTEx_small_intestine_eQTL	eQTL	FinnGen_IBD	1e-05	0.0167576064209458	ok		1892	2.75947142184041e-07	1.05814658935332e-05	0.0249897978304107	0.958241738335608	2	1
block154__QTD000321__ENSG00000118197__ENSG00000118197	block154	DDX59	ENSG00000118197	GTEx_small_intestine_eQTL	eQTL	FinnGen_IBD	1e-06	1.97042045203871e-08	ok		1892	2.02363588099805e-14	1.1042269772859e-05	1.83260646036257e-09	0.999988936193395	1	1
block154__QTD000321__ENSG00000118197__ENSG00000118197	block154	DDX59	ENSG00000118197	GTEx_small_intestine_eQTL	eQTL	FinnGen_IBD	1e-06	0.00170142121445587	ok		1892	2.80172663080064e-07	1.07434976684949e-05	0.0253724613799733	0.972915093735239	2	1
block154__QTD000321__ENSG00000260088__ENSG00000260088	block154	RP11-92G12.3	ENSG00000260088	GTEx_small_intestine_eQTL	eQTL	Howard_DEP			not_screened_by_abf_gate								
block154__QTD000321__ENSG00000260088__ENSG00000260088	block154	RP11-92G12.3	ENSG00000260088	GTEx_small_intestine_eQTL	eQTL	FinnGen_DEP			not_screened_by_abf_gate								
block154__QTD000321__ENSG00000260088__ENSG00000260088	block154	RP11-92G12.3	ENSG00000260088	GTEx_small_intestine_eQTL	eQTL	deLange_IBD	1e-05	2.81726548374357e-11	ok		1892	8.65562157282635e-24	2.00535848848528e-09	4.31624649903018e-15	0.999999997966462	1	1
block154__QTD000321__ENSG00000260088__ENSG00000260088	block154	RP11-92G12.3	ENSG00000260088	GTEx_small_intestine_eQTL	eQTL	deLange_IBD	1e-06	2.81726548381502e-12	ok		1892	8.65562157304585e-24	2.00535848853614e-09	4.31624649913964e-15	0.999999997991821	1	1
block154__QTD000321__ENSG00000260088__ENSG00000260088	block154	RP11-92G12.3	ENSG00000260088	GTEx_small_intestine_eQTL	eQTL	FinnGen_IBD	1e-05	1.35627806811644e-10	ok		1892	3.67507357379074e-18	2.00535848459497e-09	1.83262672854735e-09	0.999999996026389	1	1
block154__QTD000321__ENSG00000260088__ENSG00000260088	block154	RP11-92G12.3	ENSG00000260088	GTEx_small_intestine_eQTL	eQTL	FinnGen_IBD	1e-05	0.00549392869572417	ok		1892	5.06875616550991e-11	1.94366464763777e-09	0.0252760600376801	0.969230009272244	2	1
block154__QTD000321__ENSG00000260088__ENSG00000260088	block154	RP11-92G12.3	ENSG00000260088	GTEx_small_intestine_eQTL	eQTL	FinnGen_IBD	1e-06	1.356278068282e-11	ok		1892	3.67507357423933e-18	2.00535848483975e-09	1.83262672877105e-09	0.999999996148453	1	1
block154__QTD000321__ENSG00000260088__ENSG00000260088	block154	RP11-92G12.3	ENSG00000260088	GTEx_small_intestine_eQTL	eQTL	FinnGen_IBD	1e-06	0.00055212286083827	ok		1892	5.09394335090484e-11	1.95332292280965e-09	0.0254016594528886	0.97404621568201	2	1
block154__QTD000356__ENSG00000118197__ENSG00000118197	block154	DDX59	ENSG00000118197	GTEx_blood_eQTL	eQTL	Howard_DEP			not_screened_by_abf_gate								
block154__QTD000356__ENSG00000118197__ENSG00000118197	block154	DDX59	ENSG00000118197	GTEx_blood_eQTL	eQTL	FinnGen_DEP			not_screened_by_abf_gate								
