pair1_parameter_index	pair2_parameter_index	standardized_sampling_covariance	standardized_sampling_correlation	independence_assumption_supported	synthesis
10	18	0.000118599040651238	0.12009403992925	FALSE	report_reciprocal_estimates_separately_no_fixed_effect_pooling
